Id|Name|County
19791|Miharate Medical Clinic|NYANDARUA
19789|Wananchi Medical Clinic (Nyandarua)|NYANDARUA
19787|High Way Medical Clinic|NYANDARUA
19786|Jamii Medical Clinic (North Kinangop)|NYANDARUA
19785|Optica Clinic Nyeri|NYERI
19784|Nyeri Primary School Dispensary|NYERI
19783|Dr Il Muturi Clinic|NYERI
19782|Mountain Healthcare services|NYERI
19781|Dr Thuo Clinic|NYERI
19779|Tabby Plaza ENT & Orthopaedic Clinic|NYERI
19778|Kagumo Boys High School Clinic|NYERI
19777|Kamwenja Teachers Training College|NYERI
19776|Neno Optical|NYERI
19775|Kagumo Teachers College Dispensary|NYERI
19771|Kangubiri Girls High School Clinic|NYERI
19770|Kirimara Optical|NYERI
19769|Karundu Medical Clinic|NYERI
19768|Nyeri Good Shepherd Primary Clinic|NYERI
19767|Nyeri High School Dispensary|NYERI
19766|Mt Kenya Junior Academy|NYERI
19764|Afya Yako Medical Clinic|NYERI
19763|Nyeri Technical Dispensary|NYERI
19761|Arara ENT Clinic|TRANS NZOIA
19760|Cherangany Nursing Home Outpatient Clinic|TRANS NZOIA
19759|Ninami Medical Clinic|TRANS NZOIA
19758|Vision Dental Clinic|TRANS NZOIA
19757|Sarara Chemist|TRANS NZOIA
19756|Bwayi Dispensary|TRANS NZOIA
19755|Harrison Mudoga Mc|TRANS NZOIA
19754|Jimron Medical Clinic|TRANS NZOIA
19752|Keiyo Dispensary|TRANS NZOIA
19751|Muungano Dispensary|TRANS NZOIA
19750|Cheptantan Dispensary|TRANS NZOIA
19749|Norident Dental Clinic Kitale|TRANS NZOIA
19746|Mabariri Medical Clinic (Nyamira North)|NYAMIRA
19742|Mt Elgon Annex Clinics|TRANS NZOIA
19741|St John's Clinic|TRANS NZOIA
19739|Sunview Maternity & Nursing Home|KIAMBU
19738|Olesere Dispensary|NAROK
19737|Mulot VCT|NAROK
19736|Kishon Health centre|NAROK
19735|Wundanyi GK Prisons|TAITA TAVETA
19733|Santa Lucia Medical Clinic|KIRINYAGA
19732|Murarandia Medical Clinic|MURANG'A
19731|Rau Dispensary|MURANG'A
19730|Endarasha Medical Clinic|NYERI
19729|St John Afya Bora Medical Clinic|MURANG'A
19727|Kamacharia Dispensary|MURANG'A
19726|Kyaimu Dispensary|MACHAKOS
19724|Ilparakuo Dispensary|KAJIADO
19723|Marura Nursing Home Kiambu Medical Clinic|KIAMBU
19721|Crestwood Medical Clinic|KIAMBU
19719|Swop Kawangware|NAIROBI
19718|Garden Park Medical Centre|KIAMBU
19717|Destiny Medical Clin|MERU
19716|St Ann Medical Clinic|NAKURU
19714|Karen Hospital (Karatina)|NYERI
19713|Siloam Medical Clinic (Kieni East)|NYERI
19710|Universal Medical Clinic (Nyeri North)|NYERI
19709|Bevans Medical Clinic|NYERI
19708|Elite Medical Clinic (Mathira West)|NYERI
19707|Karatina University Dispensary|NYERI
19706|Sarova Hotels|TAITA TAVETA
19704|ACK Nyandarua Medical Clinic|LAIKIPIA
19703|Dap Health Clinic|NAIROBI
19701|Batian Clinical Services|KAJIADO
19700|PCEA Pipeline Clinic|NAIROBI
19699|Krisvin Medical Clinic|LAIKIPIA
19696|Meridian Medical Centre Kitengela|KAJIADO
19692|Wanainchi Medical Clinic|TRANS NZOIA
19690|Dr Karuu Mc|TRANS NZOIA
19689|Causqurow Medical Clinic|GARISSA
19688|Laini Moja Mc & Lab|TRANS NZOIA
19687|Dr James Murgor Mc|TRANS NZOIA
19686|Jawabu Modern Med Lab|TRANS NZOIA
19685|Crescent-Davina Med Clinic|TRANS NZOIA
19684|Kitale Sch Sanatorium|TRANS NZOIA
19676|Ilkilorit Dispeensary|KAJIADO
19674|Dr Akoto Mc|TRANS NZOIA
19672|St Jude Theddeus Mc|TRANS NZOIA
19671|Marambach Mc|TRANS NZOIA
19670|Kitale Eye Care Clinic|TRANS NZOIA
19669|Jesus Heals Mc|TRANS NZOIA
19667|Viebe MC|TRANS NZOIA
19666|Dr Kiptum Medical Clinic|TRANS NZOIA
19665|Karai Medical Clinic|NYANDARUA
19664|Kaloleni Medical Clinic|TRANS NZOIA
19662|Afya Bora Mc|TRANS NZOIA
19661|Dr Khisa Mc|TRANS NZOIA
19658|Ngurumo Medical Clinic|NYANDARUA
19657|St Mark Medical Clinic|KIAMBU
19656|Amazing Grace M C|NYANDARUA
19653|Alms House Dispensary (Tudor)|MOMBASA
19651|ACK Mwingi CHBC Clinic|KITUI
19648|Mugi Medical Clinic|NYERI
19647|Tumaini Baraka Medical Clinic|NYERI
19646|Dr Mboloi Clinic|NAIROBI
19645|Afya Medicare Clinic|NYERI
19644|Kims Medical Clinic|NYERI
19635|Siloam Medical Clinic ( Pokot Central)|WEST POKOT
19632|Express Medical Clinic|NYERI
19630|Viva Afya Medical Clinic|NYERI
19629|Al-Firdaus Health Care|MOMBASA
19628|Kisiwani VCT|MOMBASA
19626|Nzukini Dispensary|MACHAKOS
19624|Terminus Medical Clinic (Dandora)|NAIROBI
19622|Malaika Dispensary|KAKAMEGA
19617|Dandora Medical and Laboratory Services (Kojwang)|NAIROBI
19616|Recovery Medical Clinic (Kariobangi South)|NAIROBI
19613|Sam Medical Clinic|NYANDARUA
19606|Mrima CDF Health Cenre|MOMBASA
19605|Heri Medical Cilinic Bombolulu|MOMBASA
19604|Badri Medical Clinic|MOMBASA
19603|St Judes Nursing Hospital|KIAMBU
19602|Bibirioni Health Centre|KIAMBU
19599|Kenya Long Distance Truck Drivers Union VCT|KILIFI
19598|Mary Help Mission Medical Centre|KIAMBU
19597|Health Source Medical Centre|MOMBASA
19596|Dawa Jema Medical Cl|KIAMBU
19594|Mtaro Estate Dispensary and Family Planning|KIAMBU
19592|New Canaan Idp Dispensary|NAKURU
19591|Kipsitet Baptist Dispensary|KERICHO
19590|Kapkara Dispensary|KERICHO
19589|Chiromo Medical Centre|NAIROBI
19566|Hazina Medical Clinic|NAIROBI
19565|Dr Eliud Njuguna (Parklands)|NAIROBI
19563|Dr Henry Abwao|NAIROBI
19562|Abraham Memorial Nursing Home (Westlands)|NAIROBI
19557|Bafana Medical Centre|NAIROBI
19551|Afya Bora Medical Clinic (Westlands)|NAIROBI
19550|Meridian Medical Centre (Penson Towers)|NAIROBI
19546|Meridian Medical Centre (Kileleshwa)|NAIROBI
19543|The Mater Hospital (Westlands)|NAIROBI
19539|Focus Outreach Medical Mission|NAIROBI
19538|Gitanga Medical Centre|NAIROBI
19536|Kangemi Gichagi Dispensary|NAIROBI
19531|Central Park Clinic|NAIROBI
19529|Baraka Medical Cenre|NAIROBI
19521|Providence Whole Care|NAIROBI
19520|Aculaser Institute|NAIROBI
19515|Afya Bora Health Care|NAIROBI
19513|Kawangware Health Centre|NAIROBI
19512|Mafra Clinic|NAIROBI
19508|Local Aid Organization|NAIROBI
19505|Medanta Africare Medical Centre|NAIROBI
19504|Child Doctor Kenya|NAIROBI
19503|Latema Medical Services (Nairobi)|NAIROBI
19499|Nyalego Medical Clinic|NAIROBI
19494|Westlands Medical Centre|NAIROBI
19492|Odeon Medical Centre (Nairobi)|NAIROBI
19491|Victory Medicare|NAIROBI
19490|Jellin Medical Clinic|NAIROBI
19489|Igane Health Centre|MERU
19488|Kamili Organization|NAIROBI
19487|Rafiki Medical Clinic (Westlands)|NAIROBI
19486|Credible Health Centre|NAIROBI
19484|Abby Clinic|NAIROBI
19482|Medanta Africare|NAIROBI
19481|Lumumba Medical Clinic|NAIROBI
19479|Nile Medical Care|NAIROBI
19478|Millenium Dental Clinic|NAIROBI
19476|Upendo Clinic Makadara|NAIROBI
19473|Maendereo Medical Clinic|NAIROBI
19472|Hamza Medical Centre|NAIROBI
19471|Iom Wellness Clinic|NAIROBI
19470|Corner Hse Med Laboratory|NAIROBI
19469|Imani Health Servises|NAIROBI
19467|Access Afya|NAIROBI
19465|Orient Medical Care|NAIROBI
19463|Metropolitan Dr Plaza|NAIROBI
19462|Avenue Health Care (Makadara)|NAIROBI
19461|Al-Ramah Healthcare|GARISSA
19460|Garissa Pride Healthcare|GARISSA
19459|Iqlas Medical Clinic|GARISSA
19458|Innercore Medical Clinic|NAIROBI
19457|Aga Khan Greenspam Medical Centre|NAIROBI
19454|Mwatate Healthcare Centre|NAIROBI
19452|Eastern Medical Clinic|NAIROBI
19451|Primed Medical Services Komarock|NAIROBI
19450|Connections Medical Clinic|NAIROBI
19449|Scion Healthcare Ltd Clinic|NAIROBI
19448|St John Medical Centre|NAIROBI
19446|Jamii Medical Clinic Mukuru|NAIROBI
19445|Santi Meridian Health Care|NAIROBI
19444|Trocare Medical Clinic|NAIROBI
19443|Exodus Community Health Care|NAIROBI
19442|Mwera Medical Clinic|NAIROBI
19441|Abra Health Services|NAIROBI
19439|Corban Health Care|NAIROBI
19437|Embakasi Medical Centre|NAIROBI
19436|Kings Cross Medical Clinic|NAIROBI
19435|PCEA Kayole Parish Health Centre|NAIROBI
19434|The Mater Embakasi Clinic|NAIROBI
19433|Jamii Yadah Medical Centre|KAJIADO
19432|Mariakani Cottage Hospital Utawala|NAIROBI
19431|Kiamuthambi Dispensary|KIRINYAGA
19424|Parkroad Dental Clinic (Ngara)|NAIROBI
19423|Dr Nzuki Hildapaed Clinic|NAIROBI
19422|Starehe Boys Centre School Clinic|NAIROBI
19421|Iran Medical Clinic (Ngara)|NAIROBI
19415|Ngumbulu Dispensary|MACHAKOS
19412|Shalom Satelite Clinic|MACHAKOS
19411|Betta Health Care|MERU
19408|Iqra Medical Centre|ISIOLO
19406|Quality Health Care Clinic (Naivasha)|NAKURU
19405|Bridging Out-Patient|NAIROBI
19404|Annex Health Care|NAIROBI
19401|Rosadett Medical Clinic|NAIROBI
19399|Unity Health Care|NAIROBI
19397|Afyamax Medical & Centre Dental|NAIROBI
19395|Meridian Medical Centre (Loita Street)|NAIROBI
19392|Crescent Medical Aid (Jamia Towers)|NAIROBI
19389|Sosio Medical Clinic|BUNGOMA
19388|Kapsokwony Medicare|BUNGOMA
19387|Maraa Catholic Dispensary|MERU
19385|Mt Elgon Clinic|BUNGOMA
19384|Ravine Medical and ENT Clinic|BARINGO
19380|St Teresa Medical Clinic ( Zimmerman)|NAIROBI
19378|Zimma Health Care|NAIROBI
19376|The Arcade Medical Centre|NAIROBI
19373|Horeb Medical Clinic ( Hunters)|NAIROBI
19370|Radiant Hosp Kasarani|NAIROBI
19369|Kamwitha Medcal Centre|NAIROBI
19366|Kibisem Dispensary|NANDI
19358|Nandi Hills Medicare Clinic|NANDI
19357|Reddys Medical Clinic|KAKAMEGA
19348|Isinya Medical Clinic|KAJIADO
19347|Manna Medical Clinic Isinya|KAJIADO
19344|Aldai Medical Services|NANDI
19338|Nasaruni Medical Clinic|KAJIADO
19336|Ndonyo Medical Services (Naivasha Kwa Muya Clinic)|NAKURU
19335|Aga Khan University Hospital Clinic (Naivasha)|NAKURU
19334|Light Hospital|NAKURU
19333|Index Medical Services|NAIROBI
19332|St Michael Community Nursing Home|NAIROBI
19331|Soin Health Care - Mfangano Street)|NAIROBI
19329|Elatiai Health Ccare Services Medical Clinic|KAJIADO
19328|Family Care Medical Centre Eye Clinic|MERU
19327|Imarba Dispensary|KAJIADO
19325|Serotec Medical Clinic|MAKUENI
19324|Eldama Ravine Medical Centre|BARINGO
19323|Nazareth Medical Clinic|BARINGO
19322|Eldama Ravine Nursing Home|BARINGO
19320|Mulatya Memorial Hospital (Makindu)|MAKUENI
19319|Mercy Medical Services|NAIROBI
19318|Juja Road Hospital (Nairobi)|NAIROBI
19316|Lad Nan Hospital|NAIROBI
19315|Shalom Medical Clinical|BARINGO
19314|Gertrudes Chiildren Clinic (Pangani)|NAIROBI
19311|Ishtar MSM|NAIROBI
19308|Maisha House VCT (Noset)|NAIROBI
19306|Baraka Medical Clinic (Makindu)|MAKUENI
19304|Makamu Medical Clinic|THARAKA-NITHI
19303|Mfariji Medical Clinic|KITUI
19302|Hunters Medical Clinic|NAIROBI
19300|Josnik Clinic|NAIROBI
19295|Ramah Medical Clinic|KIAMBU
19294|Kaproret Dispensary|BOMET
19293|Isiolo Central Medical Clinic|ISIOLO
19289|Peace Medical Clinic|NAIROBI
19284|Wayside Medical & Dental Clinic|NAIROBI
19283|Tazama Dentel Clinic|NAIROBI
19282|Kiptenden Dspensary (Nandi Central)|NANDI
19280|St Louis Community Hospital|NAIROBI
19279|Narzareth Medical Services|NAIROBI
19278|Hope Medical Clinic ( Githurai)|NAIROBI
19277|Mother & Child Meridian & Lab Services|NAIROBI
19276|Stars General Medical Clinic|NAIROBI
19275|Prestige Health Centre (Zimerman)|NAIROBI
19271|Swop Korogocho|NAIROBI
19270|Emanuel Medical Clinic|KAJIADO
19269|Ilbissil Medical Clinic|KAJIADO
19268|Olepolos Medical Clinic|KAJIADO
19267|Oloimirmir Dispensary|KAJIADO
19265|Devki Staff Clinic (Ruiru)|KIAMBU
19264|Githurai Health Care and Dental Hospital|KIAMBU
19263|Maua Medical Clinic|MERU
19262|Milimani Eye Clinic|MERU
19261|Maua East Medical Clinic|MERU
19260|Mitume Dispensary Kitale|TRANS NZOIA
19256|Sarimo Medical Centre|MARSABIT
19254|Loitokitok Medicare Centre|KAJIADO
19253|Mawenzi Care Clinics|KAJIADO
19252|Embakasi District Medical Office|NAIROBI
19250|Mosoriot Clinic|NANDI
19249|Chesogor Medical Clinic/Chemist|NANDI
19248|Cheptarit Med Clinic|NANDI
19247|The Hanna Medicare Centre|NANDI
19245|Moso Cheptarit Medical Clinic|NANDI
19243|Burjon Dispensary|MANDERA
19241|Peoples Medical Clinic|MERU
19239|Mwema Health Care Clinic|MERU
19238|Current Medical Ciinic|MERU
19237|Mutuati Catholic Hospital|MERU
19236|Ngumba Medical Centre|NAIROBI
19233|Kiima Kiu Dispensary|MAKUENI
19231|St Marks Kigari Teachers College Dispensary|EMBU
19230|Tender Loving Care CFW Clinic|EMBU
19229|By Faith Medical Centre|EMBU
19228|Joy Clinic Manyatta|EMBU
19227|Kathangari CFW Clinic|EMBU
19226|Nguviu Boys High School Clinic|EMBU
19225|CFW Mbuvori Clinic|EMBU
19224|CDF Kiriari Dispensary|EMBU
19223|Aga Khan University Hospital - Embu|EMBU
19222|Makkah Medical Clinic and Lab|GARISSA
19221|Dr Mushtaq Muhammad|EMBU
19220|Madina Health Care Clinic|GARISSA
19219|Frontier Health Services|GARISSA
19218|Durdur Medical Clinic and Lab|GARISSA
19217|County Medical Clinic and Lab Services|GARISSA
19215|Amaal Annex Nursing|MANDERA
19214|Bulla Mpya Nursing Home|MANDERA
19213|Rainbow Clinic|NAIROBI
19212|Millenium Clinic|MANDERA
19208|Naretisho Dispensary|KAJIADO
19207|Chemamul Dispensary (Tinderet)|NANDI
19206|North Star Alliance Wellness Centre|UASIN GISHU
19205|Gynocare Centre Maternity Home|UASIN GISHU
19203|Samaad Hospital|WAJIR
19202|Sawa Makutano Medical Clinic|MACHAKOS
19201|Sawa Ikombe Medical Clinic|MACHAKOS
19200|Comet Medical Clinic|KIAMBU
19197|Highway Medical Clinic Yatta|KIAMBU
19196|Katangi Medical Clinic|MACHAKOS
19194|St Michael Medical Clinic -Kangundo|MACHAKOS
19193|Imani Medical Clinic Yatta|MACHAKOS
19192|Laare Maternity|MERU
19191|Nyota Njema Medical Clinic|MERU
19190|Mwanainchi Medical Clinic|MACHAKOS
19189|Kamkomani Dispensary|KILIFI
19188|Machungulu Dispensary|MERU
19187|Mcf Ndalani|MACHAKOS
19186|Nkirina Medical Clinic|MERU
19185|Athirunjine Runjine Dispensary|MERU
19182|MCF Yatta|MACHAKOS
19180|Lanet Kiondoo Medical Clinic|NAKURU
19179|Mercy Medical Clinic (Ntunene)|MERU
19177|Dr Thuo's Clinic Kitengela|KAJIADO
19176|Meds Pharmaciticals Ongata Rongai|KAJIADO
19173|Fountain Healthcare|UASIN GISHU
19171|Prestige Clinic|MERU
19169|Choice Health Care|GARISSA
19168|Bulla Medina Clinic|GARISSA
19167|Bismillahi Medical Clinic (Garissa)|GARISSA
19166|Better Medical Clinic (Township)|GARISSA
19165|Al Qudus Clinic|GARISSA
19162|Afwene Clinic|GARISSA
19159|Uzima Medical Clinic (Chuka)|THARAKA-NITHI
19158|New Southlands X-Ray Services|MERU
19157|Kapsongoi Dispensary|KERICHO
19155|Chebon Medical Clinic|BUNGOMA
19150|Konton Dispensary|WAJIR
19148|Kathungi Dispensary|KITUI
19147|Mangina Dispensary|KITUI
19146|Thamare Dispensary|MERU
19145|Kitundu Dispensary (Katulani District)|KITUI
19144|Boarder Medical Clinic Namanga|KAJIADO
19143|Kirimampio Dispensary|MERU
19141|Thuuru Dispensary|MERU
19140|Uzima Medical Clinic (Meru)|MERU
19139|Mai Mahiu Maternity and Hospital|NAKURU
19137|Family Care Doctor's Plaza|MERU
19136|Dom Spark|MERU
19135|Meru Hospice|MERU
19134|Kibirichia Health & Laboratory Services|MERU
19133|Twins Bell|MERU
19132|Neema Afya Centre|MERU
19131|Afya Medical Laboratory|MERU
19130|Sr Rhoda Medical Clinic|MERU
19129|Ruiri MCK Medical Centre|MERU
19128|Hope Medical Laboratory (Ruiru/rwawera)|MERU
19127|Timau Dental Clinic|MERU
19126|Tropical Medical Centre|MERU
19125|Batian Flowers Clinic|MERU
19123|Northstar Alliance Wellness Centre (Mai Mahiu)|NAKURU
19122|Gundua Health Centre|MERU
19121|St James Clinic|KITUI
19119|Nehema Medical Clinic Kathiani|MACHAKOS
19118|Nazarene Medical Clinic (Kitui West)|KITUI
19117|Abby Health Services|KITUI
19116|Lemoru Trinity|UASIN GISHU
19115|Sala Health center|MANDERA
19114|Hope World Wide|UASIN GISHU
19113|Meru Funeral Home|MERU
19111|Precious Life Health Services|MERU
19110|Kiatineni Dispensary|MACHAKOS
19106|Royal Medical Clinic (Meru)|MERU
19105|Dental Clinic Dr Mwiti Jm|MERU
19104|Prime Dental Clinic|MERU
19103|Minoptic Eye Clinic|MERU
19102|Meru Gynecologist Centre|MERU
19101|The Nairobi Hospital Out-Patient Centre Galeria|NAIROBI
19098|Qarsadamu Dispensary|MANDERA
19096|St Annes Medical Clinic Ongata Rongai|KAJIADO
19095|Dr Ndanya Medical Clinic|LAIKIPIA
19092|Tumaini Clinic Voi|TAITA TAVETA
19091|Ongata Rongai X-Ray Services|KAJIADO
19090|Voi Medical Clinix|TAITA TAVETA
19089|Voi Dental|TAITA TAVETA
19088|Bahati Medical Clinic (West Pokot)|WEST POKOT
19085|Sere Clinic|TAITA TAVETA
19083|Avenue Health Care Ongata Rongai|KAJIADO
19079|Garlands Medical Centree|KAJIADO
19077|New Age VCT|MOMBASA
19076|Kawongo Medical Centre|KITUI
19075|Amani Medical Clinic (Meru)|MERU
19074|District Public Health Office (Meru)|MERU
19073|Meru Cytology Centre|MERU
19071|Clinix Health Care Limited (Meru)|MERU
19069|Tudor Healthcare Services (Mikindani)|MOMBASA
19068|Dalsan Medical Clinic|TRANS NZOIA
19067|Word of Faith Church Dispensary|MOMBASA
19065|Nyali Childrens Hospital|MOMBASA
19064|Elim Dental Clinic|KAJIADO
19063|Meru X-Ray Services|MERU
19062|Dr Rajesh Gandhi Clinic|MERU
19060|Ngong Medicare Clinic|KAJIADO
19059|Miliki Afya|KAJIADO
19058|Frontier Medicare|WAJIR
19057|St Anns Medical Clinic|KAJIADO
19056|Providenve Health Clinic|KAJIADO
19055|Melchizedek Hospital Ngong Clinic|KAJIADO
19053|Beula's Clinic|KAJIADO
19052|Sunshine Medical Clinic|THARAKA-NITHI
19051|Bethsaida Grandcure Medical Clinic|THARAKA-NITHI
19048|Women Initiative Health Services|GARISSA
19047|Warsan Health Services|GARISSA
19046|Tulah Medical Services|KAJIADO
19045|Towfiq Medical Clinic|GARISSA
19044|Tawaheed Community Medical Clinic|GARISSA
19043|Tawheed Community Nursing Home|GARISSA
19042|Tawakal Medical Clinic|GARISSA
19041|Solution Medical Clinic|GARISSA
19040|Alpha Medical Clinic Mile Tisa|KAJIADO
19039|Safa Medical Centre|GARISSA
19038|Mwananchi Clinic|GARISSA
19037|Medina Hospital|GARISSA
19035|Chonesus Clinic|NAIROBI
19032|Elele Dispensary|MANDERA
19031|Alhidaya Medical Clinic|WAJIR
19030|Miraj Medical Centre|WAJIR
19029|Ndege Medical Clinic|WAJIR
19027|Tahidi Nursing Home|KITUI
19024|Dungicha Dispensary|KILIFI
19023|Swiss Cottage Hospital|KILIFI
19022|Amina Medical Clinic|KILIFI
19021|St Trizah Medical Clinic|KIAMBU
19020|Zahri Medical Clinic|KILIFI
19019|Mephi Medical Clinic|KILIFI
19018|Kaplelach Clinic|WEST POKOT
19017|Kamuskut Clinic|WEST POKOT
19016|Blue Nile Medical Clinic|KILIFI
19015|Highway Medical Clinic (Pokot Central)|WEST POKOT
19014|Ortum Central Clinic|WEST POKOT
19013|Kapkres Medical Clinic|WEST POKOT
19012|Murpus Medical Clinic|WEST POKOT
19011|Chepkono Medical Clinic|WEST POKOT
19010|Medina Diagnostic|GARISSA
19009|Iftin Medical Clinic|GARISSA
19008|Hilwa Pharmacy and Clinic|GARISSA
19007|Gule Medical Clinic|GARISSA
19006|Gatwell/Lab Medical Clinic|GARISSA
19005|Emirates Medical Clinic|GARISSA
19004|Dhanun Clinic|GARISSA
19003|Bulla Hagar Clinic|GARISSA
19002|Bulla Game Medical Clinic and Laboratory|GARISSA
19001|Amani Clinic (Garissa)|GARISSA
18999|Alliance Medical Clinic|GARISSA
18998|Al-Faruq Medical Clinic|GARISSA
18997|Al Iklas Nursing Home|GARISSA
18996|Al Amin Medical Clinic|GARISSA
18995|Dam Pharmacy and Clinic|GARISSA
18994|Hope Medical Clinic (Loitokitok)|KAJIADO
18992|Rosade Medical Clinic|NAIROBI
18984|Kibera Highway Clinic|NAIROBI
18983|Reale Medical Clinic|UASIN GISHU
18982|Alhamdu Medical Clinic|WAJIR
18980|St Andrews Medical Clinic - Eldoret|UASIN GISHU
18979|Naisula Medical Clinic|KAJIADO
18978|Eldoret Medical Services|UASIN GISHU
18976|Kitengela Medical Services Kajiado|KAJIADO
18974|Mercy Medical Clinic Engineer|NYANDARUA
18973|Stralight Medical Clinic|NYANDARUA
18971|Nalala Initiative Community Clinic|KAJIADO
18970|Machengene Dispensary|MERU
18969|Geva Family Health Services|KISUMU
18968|Jolly Medical Clinic|MERU
18967|Wa Tonny Clinic|MURANG'A
18966|Njambu Clinic|MURANG'A
18965|Acc&S Kariua Dispensary|MURANG'A
18962|Gituuru Dispensary|MURANG'A
18961|Mwathene Dispensary|MERU
18960|Nogoi Medical Clinic|BARINGO
18959|Mogotio Medical Clinic|BARINGO
18958|Ndunguni Dispensary|MAKUENI
18954|Lexa Medical Centre|KAJIADO
18953|Lions Medical Center|KAJIADO
18952|Shalom Community Health Centre|KAJIADO
18951|Mumui Dispensary|MERU
18949|Ushirika Medical Clinic Maara|THARAKA-NITHI
18948|March Medicare|KAKAMEGA
18947|Mwendantu Baraka Clinic|THARAKA-NITHI
18946|Mamakate Medical Clinic|KAKAMEGA
18945|Mutoni Medical Clinic|KAKAMEGA
18943|Pona VCT|MIGORI
18942|Kamiti Maximum Clinic|NAIROBI
18941|Imanga Health Centre|KAKAMEGA
18939|Butere Iranda Health Centre|KAKAMEGA
18938|Mwarimba Medical Clinic|MERU
18937|Kaciongo Medical Clinic|MERU
18936|Robins Health Care Clinic|MERU
18935|Bethezda Medical Clinic|NANDI
18934|Appex Medical Clinic|NANDI
18933|Wananchi Medical Clinic Maara|THARAKA-NITHI
18931|Mutethia Clinic Magutuni|THARAKA-NITHI
18930|Namarei Dispensary (Marsabit South)|MARSABIT
18928|Kaka medical Clinic|MERU
18927|Rejoice Medical Clinic Lusiola|VIHIGA
18926|Jamii Medical Clinic Vihiga|VIHIGA
18925|Nyambene Medical & Surgical Centre|MERU
18924|Highway Medical Clinic Maua|MERU
18923|Angels Health Services|MERU
18918|West End Medical Solutions|MACHAKOS
18917|Clinix Medical Clinic (Machakos)|MACHAKOS
18916|Meridian Medical Centre (Machakos)|MACHAKOS
18915|Baraka Dental Clinic (Maara)|THARAKA-NITHI
18912|Mama Anns Odede Community Health Centre|SIAYA
18911|Mutomo Health Clinic|KITUI
18910|Burgabo Dispensary|MARSABIT
18909|Stadia Medical Clinic|MERU
18903|Central Medical Clinic (Kitui Central)|KITUI
18902|Kathiani Medical Clinic|KAJIADO
18901|Clay Hill Hospital|KAJIADO
18899|Muthale Mission Hospital Satelite Clinic|KITUI
18898|Ladopharma Medical Centre|MIGORI
18897|Dice Clinic Migori|MIGORI
18896|Swop Thika Road|NAIROBI
18895|Korogocho Health Centre|NAIROBI
18894|Agakhan University Clinic Embakasi(AUN)|NAIROBI
18893|Emmanuel Medical Centre|NAIROBI
18892|Ong'amo Dispensary|HOMA BAY
18891|Cheptais Clinic|BUNGOMA
18890|Maendeleo Clinic|BUNGOMA
18889|Paradise Medical Centre (Cheptais)|BUNGOMA
18888|Consolata Shrine Dispensary (Deep Sea Nairobi)|NAIROBI
18887|Githogoro Runda Baptist Clinic (Getrudes Nairobi)|NAIROBI
18885|Kimkan Health Services|MURANG'A
18884|Lugpharm Medicals Limited|MACHAKOS
18883|Ikuu CFW Clinic|THARAKA-NITHI
18881|Kiracha CFW Clinic|EMBU
18880|South Eastern Kenya University (Seku) Health Unit|KITUI
18879|Kenyatta University Kitui Campus Health Unit|KITUI
18878|Kiganjo Medical Centre|KIAMBU
18877|Otange Dispensary|HOMA BAY
18876|Kachuth Dispensary|HOMA BAY
18875|Hope World Wide Nakuru|NAKURU
18874|Got Kamondi Dispensary|HOMA BAY
18873|Wondeni Dispensary|MACHAKOS
18872|K K Mwethe Diispensary|MERU
18871|Ankamia Dispensary|MERU
18870|Optimum Care Medical|MOMBASA
18868|Matabithi Dispensary|MERU
18867|Nyabondo Rehabilitation Centre|KISUMU
18865|Nyabola CDF Dispensary|KISUMU
18864|Igarii Dispensary|MERU
18863|Mulika Dispensary|MERU
18862|Nyara Tea Estate Dispensary|KIAMBU
18861|Eldoret Regional Blood Bank|UASIN GISHU
18860|Wellness Program KWS Hq|NAIROBI
18859|AAR Healthcare Limited (Karen)|NAIROBI
18858|Maungu Model Health Centre|TAITA TAVETA
18857|Logologo Model Health Centre (Marsabit South)|MARSABIT
18856|Laisamis Sub county Referral Hospital(Marsabit South)|MARSABIT
18854|Jirime Dispensary|MARSABIT
18853|Boru Haro Model Health Centre|MARSABIT
18852|Lumboka Medical Services|BUNGOMA
18851|Mandera West Nursing Home|MANDERA
18850|Kiroone Dispensary|MERU
18849|Ngongo Dispensary|MERU
18848|Kiangua Dispensary|MERU
18847|Kathithine Dispensary|MERU
18846|Eliye Springs Community Dispensary|TURKANA
18845|Afya Medical Centre|MOMBASA
18844|Highrise Medical Services|MOMBASA
18843|St Richard Medical Clinic|MOMBASA
18842|Darajani Medical Clinic|MOMBASA
18840|Faith Medical Clinic|KAKAMEGA
18839|Destiny Medical Clinic|KIAMBU
18838|Mariakani Cottage Clinic|MACHAKOS
18837|Bluebells Medical Clinic|MACHAKOS
18836|Limuru Medical Clinic|KIAMBU
18835|AIC Biribiriet Dispensary|TRANS NZOIA
18834|Wheel Kenya Medical Clinic|KISUMU
18832|Karatina Maternity & Nursing Home|KIRINYAGA
18831|Malabot Dispensary (North Horr)|MARSABIT
18829|Primo Medical Clinic|NAKURU
18828|Lea Toto Zimmerman|NAIROBI
18827|Kwosp (Korogocho)|NAIROBI
18826|Vorhca VCT Stand Alone|KAKAMEGA
18825|Jehova Rapha Clinic|KAKAMEGA
18824|Mbaruk Dispensary|NAKURU
18823|Kabarak University Medical Centre|NAKURU
18821|Abakaile Dispensary|GARISSA
18820|Shura Dispensary (Chalbi)|MARSABIT
18819|Syokimau Medical Services|MACHAKOS
18817|Avenue Health Care Nakuru|NAKURU
